path	inventory_origin	head_presence	surface_kind	disposition	implementation	rationale_and_owner	verification
server/packages/happyherd-app/sources/app/(app)/changelog.tsx	issue-baseline	present	route	adapt	retained-source	Shared theme adaptation via groupped.background, text, textSecondary. Retain existing layout/interaction ownership.	source-only; rendered-unproved
server/packages/happyherd-app/sources/app/(app)/friends/index.tsx	issue-baseline	present	route	adapt	direct-edit	Direct visual adaptation; preserve handlers, state ownership, protocol values and localized copy.	source-only; rendered-unproved
server/packages/happyherd-app/sources/app/(app)/friends/search.tsx	issue-baseline	present	route	adapt	direct-edit	Direct visual adaptation; preserve handlers, state ownership, protocol values and localized copy.	source-only; rendered-unproved
server/packages/happyherd-app/sources/app/(app)/inbox/index.tsx	issue-baseline	present	route	adapt	direct-edit	Direct visual adaptation; preserve handlers, state ownership, protocol values and localized copy.	source-only; rendered-unproved
server/packages/happyherd-app/sources/app/(app)/index.tsx	issue-baseline	present	route	adapt	direct-edit	Direct visual adaptation; preserve handlers, state ownership, protocol values and localized copy.	source-only; rendered-unproved
server/packages/happyherd-app/sources/app/(app)/machine/[id].tsx	issue-baseline	present	route	adapt	direct-edit	Direct visual adaptation; preserve handlers, state ownership, protocol values and localized copy.	source-only; rendered-unproved
server/packages/happyherd-app/sources/app/(app)/new/index.tsx	issue-baseline	present	route	adapt	direct-edit	Direct visual adaptation; preserve handlers, state ownership, protocol values and localized copy.	source-only; rendered-unproved
server/packages/happyherd-app/sources/app/(app)/projects/[id].tsx	issue-baseline	present	route	adapt	retained-source	Shared theme adaptation via textLink, textSecondary. Retain existing layout/interaction ownership.	source-only; rendered-unproved
server/packages/happyherd-app/sources/app/(app)/projects/index.tsx	issue-baseline	present	route	adapt	retained-source	Shared theme adaptation via textLink. Retain existing layout/interaction ownership.	source-only; rendered-unproved
server/packages/happyherd-app/sources/app/(app)/restore/index.tsx	issue-baseline	present	route	adapt	direct-edit	Direct visual adaptation; preserve handlers, state ownership, protocol values and localized copy.	source-only; rendered-unproved
server/packages/happyherd-app/sources/app/(app)/restore/manual.tsx	issue-baseline	present	route	adapt	direct-edit	Direct visual adaptation; preserve handlers, state ownership, protocol values and localized copy.	source-only; rendered-unproved
server/packages/happyherd-app/sources/app/(app)/server.tsx	issue-baseline	present	route	adapt	direct-edit	Direct visual adaptation; preserve handlers, state ownership, protocol values and localized copy.	source-only; rendered-unproved
server/packages/happyherd-app/sources/app/(app)/session/[id].tsx	issue-baseline	present	route	keep	retained-source	Retain provider/platform/context component without product-owned palette; review consuming host visually.	source-only; rendered-unproved
server/packages/happyherd-app/sources/app/(app)/session/[id]/file.tsx	issue-baseline	present	route	adapt	retained-source	Shared theme adaptation via divider, surface, surfaceHigh, textSecondary. Retain existing layout/interaction ownership.	source-only; rendered-unproved
server/packages/happyherd-app/sources/app/(app)/session/[id]/files.tsx	issue-baseline	present	route	adapt	retained-source	Shared theme adaptation via textSecondary. Retain existing layout/interaction ownership.	source-only; rendered-unproved
server/packages/happyherd-app/sources/app/(app)/session/[id]/info.tsx	issue-baseline	present	route	adapt	direct-edit	Direct visual adaptation; preserve handlers, state ownership, protocol values and localized copy.	source-only; rendered-unproved
server/packages/happyherd-app/sources/app/(app)/session/[id]/message/[messageId].tsx	issue-baseline	present	route	adapt	retained-source	Shared theme adaptation via header.tint, text, textSecondary. Retain existing layout/interaction ownership.	source-only; rendered-unproved
server/packages/happyherd-app/sources/app/(app)/session/[id]/project.tsx	issue-baseline	present	route	adapt	retained-source	Shared theme adaptation via groupped.background, textLink, textSecondary. Retain existing layout/interaction ownership.	source-only; rendered-unproved
server/packages/happyherd-app/sources/app/(app)/session/recent.tsx	issue-baseline	present	route	adapt	direct-edit	Direct visual adaptation; preserve handlers, state ownership, protocol values and localized copy.	source-only; rendered-unproved
server/packages/happyherd-app/sources/app/(app)/settings/account.tsx	issue-baseline	present	route	adapt	direct-edit	Direct visual adaptation; preserve handlers, state ownership, protocol values and localized copy.	source-only; rendered-unproved
server/packages/happyherd-app/sources/app/(app)/settings/agents.tsx	issue-baseline	present	route	adapt	direct-edit	Direct visual adaptation; preserve handlers, state ownership, protocol values and localized copy.	source-only; rendered-unproved
server/packages/happyherd-app/sources/app/(app)/settings/appearance.tsx	issue-baseline	present	route	adapt	direct-edit	Direct visual adaptation; preserve handlers, state ownership, protocol values and localized copy.	source-only; rendered-unproved
server/packages/happyherd-app/sources/app/(app)/settings/connect/claude.tsx	issue-baseline	present	route	adapt	direct-edit	Direct visual adaptation; preserve handlers, state ownership, protocol values and localized copy.	source-only; rendered-unproved
server/packages/happyherd-app/sources/app/(app)/settings/credentials.tsx	issue-baseline	present	route	adapt	retained-source	Shared production host/control adaptation via CredentialsSettingsView. Retain wrapper/interaction contract.	source-only; rendered-unproved
server/packages/happyherd-app/sources/app/(app)/settings/features.tsx	issue-baseline	present	route	adapt	direct-edit	Direct visual adaptation; preserve handlers, state ownership, protocol values and localized copy.	source-only; rendered-unproved
server/packages/happyherd-app/sources/app/(app)/settings/index.tsx	issue-baseline	present	route	adapt	retained-source	Shared production host/control adaptation via SettingsView, navigation/headerMetrics. Retain wrapper/interaction contract.	source-only; rendered-unproved
server/packages/happyherd-app/sources/app/(app)/settings/language.tsx	issue-baseline	present	route	adapt	direct-edit	Direct visual adaptation; preserve handlers, state ownership, protocol values and localized copy.	source-only; rendered-unproved
server/packages/happyherd-app/sources/app/(app)/settings/usage.tsx	issue-baseline	present	route	adapt	retained-source	Shared production host/control adaptation via ItemList, usage/UsagePanel. Retain wrapper/interaction contract.	source-only; rendered-unproved
server/packages/happyherd-app/sources/app/(app)/settings/voice.tsx	issue-baseline	present	route	adapt	direct-edit	Direct visual adaptation; preserve handlers, state ownership, protocol values and localized copy.	source-only; rendered-unproved
server/packages/happyherd-app/sources/app/(app)/settings/voice/language.tsx	issue-baseline	present	route	adapt	direct-edit	Direct visual adaptation; preserve handlers, state ownership, protocol values and localized copy.	source-only; rendered-unproved
server/packages/happyherd-app/sources/app/(app)/terminal/connect.tsx	issue-baseline	present	route	adapt	direct-edit	Direct visual adaptation; preserve handlers, state ownership, protocol values and localized copy.	source-only; rendered-unproved
server/packages/happyherd-app/sources/app/(app)/terminal/index.tsx	issue-baseline	present	route	adapt	retained-source	Shared theme adaptation via radio.active, success, text, textDestructive, textSecondary. Retain existing layout/interaction ownership.	source-only; rendered-unproved
server/packages/happyherd-app/sources/app/(app)/text-selection.tsx	issue-baseline	present	route	adapt	direct-edit	Direct visual adaptation; preserve handlers, state ownership, protocol values and localized copy.	source-only; rendered-unproved
server/packages/happyherd-app/sources/app/(app)/user/[id].tsx	issue-baseline	present	route	adapt	direct-edit	Direct visual adaptation; preserve handlers, state ownership, protocol values and localized copy.	source-only; rendered-unproved
server/packages/happyherd-app/sources/app/(app)/workspace/index.tsx	issue-baseline	present	route	adapt	retained-source	Shared theme adaptation via button.primary.background, button.primary.tint, divider, groupped.background, input.background, success; additional roles in source. Retain existing layout/interaction ownership.	source-only; rendered-unproved
server/packages/happyherd-app/sources/app/+html.tsx	issue-baseline	present	route	adapt	direct-edit	Direct visual adaptation; preserve handlers, state ownership, protocol values and localized copy.	source-only; rendered-unproved
server/packages/happyherd-app/sources/app/_layout.tsx	issue-baseline	present	foundation	adapt	direct-edit	Map KILV v3 light/dark tokens, font families and geometry through existing Unistyles/platform boundary.	source-only; rendered-unproved
server/packages/happyherd-app/sources/assets/animations/game.json	issue-baseline	present	animation	keep	retained-source	Retain behavioral motion resource; owning component applies themed state and surface treatments.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/animations/owl.json	issue-baseline	present	animation	keep	retained-source	Retain behavioral motion resource; owning component applies themed state and surface treatments.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/animations/popcorn.json	issue-baseline	present	animation	keep	retained-source	Retain behavioral motion resource; owning component applies themed state and surface treatments.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/animations/robot.json	issue-baseline	present	animation	keep	retained-source	Retain behavioral motion resource; owning component applies themed state and surface treatments.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/animations/sparkles.json	issue-baseline	present	animation	keep	retained-source	Retain behavioral motion resource; owning component applies themed state and surface treatments.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/animations/stone.json	issue-baseline	present	animation	keep	retained-source	Retain behavioral motion resource; owning component applies themed state and surface treatments.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/fonts/BricolageGrotesque-Bold.ttf	issue-baseline	present	font-asset	keep	retained-source	Retain distributed legacy font file; primary UI/code font selection is owned by Typography and root loader.	source-only; rendered-unproved
server/packages/happyherd-app/sources/assets/fonts/IBMPlexMono-Italic.ttf	issue-baseline	present	font-asset	keep	retained-source	Retain distributed legacy font file; primary UI/code font selection is owned by Typography and root loader.	source-only; rendered-unproved
server/packages/happyherd-app/sources/assets/fonts/IBMPlexMono-Regular.ttf	issue-baseline	present	font-asset	keep	retained-source	Retain distributed legacy font file; primary UI/code font selection is owned by Typography and root loader.	source-only; rendered-unproved
server/packages/happyherd-app/sources/assets/fonts/IBMPlexMono-SemiBold.ttf	issue-baseline	present	font-asset	keep	retained-source	Retain distributed legacy font file; primary UI/code font selection is owned by Typography and root loader.	source-only; rendered-unproved
server/packages/happyherd-app/sources/assets/fonts/IBMPlexSans-Italic.ttf	issue-baseline	present	font-asset	keep	retained-source	Retain distributed legacy font file; primary UI/code font selection is owned by Typography and root loader.	source-only; rendered-unproved
server/packages/happyherd-app/sources/assets/fonts/IBMPlexSans-Regular.ttf	issue-baseline	present	font-asset	keep	retained-source	Retain distributed legacy font file; primary UI/code font selection is owned by Typography and root loader.	source-only; rendered-unproved
server/packages/happyherd-app/sources/assets/fonts/IBMPlexSans-SemiBold.ttf	issue-baseline	present	font-asset	keep	retained-source	Retain distributed legacy font file; primary UI/code font selection is owned by Typography and root loader.	source-only; rendered-unproved
server/packages/happyherd-app/sources/assets/fonts/JetBrainsMono-Regular.ttf	added-at-implementation	present	font-asset	adapt	new	Self-hosted KILV font/license integrated through Typography and root font loader. References: sources/app/_layout.tsx.	source-only; rendered-unproved
server/packages/happyherd-app/sources/assets/fonts/JetBrainsMono-SemiBold.ttf	added-at-implementation	present	font-asset	adapt	new	Self-hosted KILV font/license integrated through Typography and root font loader. References: sources/app/_layout.tsx.	source-only; rendered-unproved
server/packages/happyherd-app/sources/assets/fonts/OFL-jetbrainsmono.txt	added-at-implementation	present	font-asset	adapt	new	Self-hosted KILV font/license integrated through Typography and root font loader.	source-only; rendered-unproved
server/packages/happyherd-app/sources/assets/fonts/OFL-spacegrotesk.txt	added-at-implementation	present	font-asset	adapt	new	Self-hosted KILV font/license integrated through Typography and root font loader.	source-only; rendered-unproved
server/packages/happyherd-app/sources/assets/fonts/README.md	added-at-implementation	present	font-asset	adapt	new	Self-hosted KILV font/license integrated through Typography and root font loader.	source-only; rendered-unproved
server/packages/happyherd-app/sources/assets/fonts/SpaceGrotesk-Medium.ttf	added-at-implementation	present	font-asset	adapt	new	Self-hosted KILV font/license integrated through Typography and root font loader. References: sources/app/_layout.tsx.	source-only; rendered-unproved
server/packages/happyherd-app/sources/assets/fonts/SpaceGrotesk-Regular.ttf	added-at-implementation	present	font-asset	adapt	new	Self-hosted KILV font/license integrated through Typography and root font loader. References: sources/app/_layout.tsx.	source-only; rendered-unproved
server/packages/happyherd-app/sources/assets/fonts/SpaceGrotesk-SemiBold.ttf	added-at-implementation	present	font-asset	adapt	new	Self-hosted KILV font/license integrated through Typography and root font loader. References: sources/app/_layout.tsx.	source-only; rendered-unproved
server/packages/happyherd-app/sources/assets/fonts/SpaceMono-Regular.ttf	issue-baseline	present	font-asset	keep	retained-source	Retain distributed legacy font file; primary UI/code font selection is owned by Typography and root loader.	source-only; rendered-unproved
server/packages/happyherd-app/sources/assets/fonts/build-native-fonts.py	added-at-implementation	present	font-asset	adapt	new	Self-hosted KILV font/license integrated through Typography and root font loader.	source-only; rendered-unproved
server/packages/happyherd-app/sources/assets/fonts/jetbrains-mono-greek.woff2	added-at-implementation	present	font-asset	adapt	new	Self-hosted KILV font/license integrated through Typography and root font loader.	source-only; rendered-unproved
server/packages/happyherd-app/sources/assets/fonts/jetbrains-mono-latin.woff2	added-at-implementation	present	font-asset	adapt	new	Self-hosted KILV font/license integrated through Typography and root font loader.	source-only; rendered-unproved
server/packages/happyherd-app/sources/assets/fonts/space-grotesk-latin.woff2	added-at-implementation	present	font-asset	adapt	new	Self-hosted KILV font/license integrated through Typography and root font loader.	source-only; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-1.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-10.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-100.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-101.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-102.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-103.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-104.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-105.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-106.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-107.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-108.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-109.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-11.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-110.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-111.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-112.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-113.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-114.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-115.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-116.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-117.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-118.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-119.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-12.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-120.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-121.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-122.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-123.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-124.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-125.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-126.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-127.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-128.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-129.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-13.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-130.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-131.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-132.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-133.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-134.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-135.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-136.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-137.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-138.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-139.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-14.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-140.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-141.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-142.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-143.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-144.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-145.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-146.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-147.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-148.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-149.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-15.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-150.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
server/packages/happyherd-app/sources/assets/images/brutalist/Abstract-151.png	issue-baseline	present	identity-art	keep	retained-source	Retain deterministic avatar artwork; user/session identity is data, not KILV surface paint.	usage-reviewed; rendered-unproved
